AB_de_Villiers 168 7958 7986
A_Nel 15 115 141
Aamer_Yamin 2 63 73
MMA_Jonkman 1 13 38
JE_Root 63 2560 3060
PA_Hitchcock 1 11 11
Amir_Hamza 4 10 44
LR_Johnson 3 19 65
WP_Masakadza 4 11 37
J_Smits 4 14 59
TM_Odoyo 22 525 726
SW_Billings 4 90 70
DT_Johnston 28 340 452
BV_Vitori 10 63 73
HA_Varaiya 10 42 118
AC_Voges 24 712 845
CK_Kruger 2 3 21
KJ_O'Brien 49 1185 1431
RG_Sharma 135 4846 5835
Iftikhar_Ahmed 2 8 31
EJG_Morgan 135 4113 4699
TN_de_Grooth 8 70 150
DR_Flynn 10 167 247
BN_Cooper 1 3 2
A_Nehra 19 54 125
Yasir_Shah 6 76 83
Harbhajan_Singh 62 634 821
DI_Allan 2 18 48
KDK_Vithanage 6 75 92
Umar_Amin 15 269 404
R_Vinay_Kumar 10 84 147
JO_Holder 21 353 371
UWMBCA_Welegedara 3 4 9
GD_Drummond 3 70 56
Hamid_Hassan 8 39 102
Gurkeerat_Singh 2 13 13
