England West_Indies AJ_Strauss RS_Bopara MJ_Prior OA_Shah AD_Mascarenhas PD_Collingwood EJG_Morgan TT_Bresnan SCJ_Broad England_avg England_avg PD_Collingwood AD_Mascarenhas GP_Swann JM_Anderson TT_Bresnan CH_Gayle RS_Morton RR_Sarwan S_Chanderpaul DJ_Bravo D_Ramdin KA_Pollard JE_Taylor SJ_Benn R_Rampaul FH_Edwards R_Rampaul CH_Gayle FH_Edwards DJ_Bravo KA_Pollard 1
Bangladesh Zimbabwe Tamim_Iqbal Mohammad_Ashraful Jahurul_Islam Mushfiqur_Rahim Shakib_Al_Hasan Nasir_Hossain Mahmudullah Ziaur_Rahman Abdur_Razzak Shafiul_Islam Bangladesh_avg Ziaur_Rahman Mahmudullah Robiul_Islam Shakib_Al_Hasan Abdur_Razzak V_Sibanda H_Masakadza Sikandar_Raza BRM_Taylor SC_Williams Zimbabwe_avg Zimbabwe_avg Zimbabwe_avg Zimbabwe_avg Zimbabwe_avg Zimbabwe_avg E_Chigumbura H_Masakadza SC_Williams P_Utseya BV_Vitori 0
India England AM_Rahane G_Gambhir Yuvraj_Singh V_Kohli SK_Raina MS_Dhoni RA_Jadeja R_Ashwin India_avg India_avg India_avg Yuvraj_Singh I_Sharma Shami_Ahmed R_Ashwin RA_Jadeja AN_Cook IR_Bell KP_Pietersen JE_Root EJG_Morgan C_Kieswetter SR_Patel CR_Woakes JC_Tredwell ST_Finn JW_Dernbach JE_Root CR_Woakes JW_Dernbach JC_Tredwell ST_Finn 1
West_Indies England CH_Gayle DS_Smith BC_Lara MN_Samuels RR_Sarwan S_Chanderpaul DJ_Bravo D_Ramdin JE_Taylor DBL_Powell CD_Collymore CH_Gayle RR_Sarwan DJ_Bravo JE_Taylor CD_Collymore AJ_Strauss MP_Vaughan RS_Bopara KP_Pietersen PD_Collingwood A_Flintoff JWM_Dalrymple PA_Nixon LE_Plunkett SCJ_Broad JM_Anderson JWM_Dalrymple SCJ_Broad JM_Anderson LE_Plunkett PD_Collingwood 0
England Australia AN_Cook IR_Bell IJL_Trott JE_Root EJG_Morgan RS_Bopara JC_Buttler TT_Bresnan England_avg England_avg England_avg JE_Root RS_Bopara JC_Tredwell SCJ_Broad JM_Anderson DA_Warner SR_Watson PJ_Hughes GJ_Bailey AC_Voges MR_Marsh MS_Wade JP_Faulkner MG_Johnson MA_Starc CJ_McKay MR_Marsh AC_Voges SR_Watson MG_Johnson JP_Faulkner 1
England Australia MM_Ali IR_Bell JWA_Taylor JE_Root EJG_Morgan JC_Buttler RS_Bopara CR_Woakes SCJ_Broad England_avg England_avg RS_Bopara SCJ_Broad CR_Woakes ST_Finn JM_Anderson AJ_Finch SE_Marsh SPD_Smith CL_White GJ_Maxwell JP_Faulkner BJ_Haddin MC_Henriques MA_Starc Australia_avg Australia_avg GJ_Maxwell MC_Henriques GS_Sandhu MA_Starc PJ_Cummins 0
Pakistan Australia Salman_Butt Kamran_Akmal Younis_Khan Mohammad_Yousuf Umar_Akmal Shoaib_Malik Shahid_Afridi Mohammad_Amir Naved-ul-Hasan Saeed_Ajmal Mohammad_Asif Mohammad_Amir Saeed_Ajmal Mohammad_Asif Naved-ul-Hasan Shahid_Afridi SR_Watson SE_Marsh RT_Ponting MJ_Clarke CL_White MEK_Hussey BJ_Haddin Australia_avg Australia_avg Australia_avg Australia_avg MJ_Clarke MEK_Hussey PM_Siddle NM_Hauritz CJ_McKay 0
India West_Indies RV_Uthappa G_Gambhir SK_Raina SR_Tendulkar R_Dravid Yuvraj_Singh KD_Karthik AB_Agarkar RR_Powar A_Kumble S_Sreesanth SR_Tendulkar S_Sreesanth RR_Powar A_Kumble AB_Agarkar CH_Gayle RS_Morton DS_Smith MN_Samuels BC_Lara LMP_Simmons DJ_Bravo RR_Emrit D_Ramdin West_Indies_avg West_Indies_avg RR_Emrit DBL_Powell JE_Taylor DJ_Bravo CH_Gayle 0
West_Indies England DR_Smith KOA_Powell KA_Edwards LMP_Simmons DM_Bravo DJ_Bravo DJG_Sammy D_Ramdin NO_Miller SP_Narine R_Rampaul DR_Smith DJG_Sammy NO_Miller R_Rampaul SP_Narine MJ_Lumb MM_Ali LJ_Wright JE_Root BA_Stokes JC_Buttler RS_Bopara TT_Bresnan SCJ_Broad England_avg England_avg RS_Bopara BA_Stokes MM_Ali JE_Root TT_Bresnan 0
Sri_Lanka Australia MDKJ_Perera KC_Sangakkara TM_Dilshan HDRL_Thirimanne DPMD_Jayawardene AD_Mathews LD_Chandimal KMDN_Kulasekara HMRKB_Herath SL_Malinga Sri_Lanka_avg AD_Mathews TM_Dilshan RMS_Eranga KMDN_Kulasekara SL_Malinga SR_Watson PJ_Hughes GJ_Maxwell GJ_Bailey AC_Voges MR_Marsh MS_Wade JP_Faulkner MG_Johnson CJ_McKay XJ_Doherty MR_Marsh SR_Watson GJ_Maxwell JP_Faulkner XJ_Doherty 1
